index,timestamp,filename,angle,torque,speed
2016-11-17 23:13:59.139199216,1479424439139199216,center/1479424439139199216.jpg,-0.244344759337,-1.0625,20.1759276281
2016-11-17 23:13:59.189048462,1479424439189048462,center/1479424439189048462.jpg,-0.237094834527,-1.07216685449,20.1769188828
2016-11-17 23:13:59.238804558,1479424439238804558,center/1479424439238804558.jpg,-0.235619455576,-1.2274573511,20.165892921
2016-11-17 23:13:59.288873996,1479424439288873996,center/1479424439288873996.jpg,-0.237123421254,-1.35771366567,20.1496155716
2016-11-17 23:13:59.338897649,1479424439338897649,center/1479424439338897649.jpg,-0.238473608729,-1.375,20.1391493412
2016-11-17 23:13:59.389050392,1479424439389050392,center/1479424439389050392.jpg,-0.23911011219,-1.29516607487,20.1361103058
2016-11-17 23:13:59.439026249,1479424439439026249,center/1479424439439026249.jpg,-0.240214105967,-1.39796611358,20.1413814102
2016-11-17 23:13:59.489000412,1479424439489000412,center/1479424439489000412.jpg,-0.238662405683,-1.24198384149,20.1638889313
2016-11-17 23:13:59.539008146,1479424439539008146,center/1479424439539008146.jpg,-0.234535181752,-1.20265477146,20.1711702781
2016-11-17 23:13:59.588931656,1479424439588931656,center/1479424439588931656.jpg,-0.23212878406,-1.125,20.1907118139
2016-11-17 23:13:59.638992559,1479424439638992559,center/1479424439638992559.jpg,-0.231074068684,-1.21223076727,20.177778244
2016-11-17 23:13:59.689011636,1479424439689011636,center/1479424439689011636.jpg,-0.23212878406,-1.35538912265,20.177778244
2016-11-17 23:13:59.738974012,1479424439738974012,center/1479424439738974012.jpg,-0.233179065961,-1.43805235243,20.1672074846
2016-11-17 23:13:59.788999808,1479424439788999808,center/1479424439788999808.jpg,-0.235975756013,-1.45025907646,20.1630383392
2016-11-17 23:13:59.838997171,1479424439838997171,center/1479424439838997171.jpg,-0.240855440497,-1.3125,20.1566726834
2016-11-17 23:13:59.889016541,1479424439889016541,center/1479424439889016541.jpg,-0.24292828577,-1.48827165626,20.1414058461
2016-11-17 23:13:59.939008923,1479424439939008923,center/1479424439939008923.jpg,-0.246091425419,-1.38610208395,20.1312035751
2016-11-17 23:13:59.989042323,1479424439989042323,center/1479424439989042323.jpg,-0.247836753726,-1.05310965525,20.1242918821
2016-11-17 23:14:00.039025983,1479424440039025983,center/1479424440039025983.jpg,-0.252056402588,-1.26581444596,20.1099507565
2016-11-17 23:14:00.089107846,1479424440089107846,center/1479424440089107846.jpg,-0.249582082033,-1.25487331623,20.1051232614
2016-11-17 23:14:00.139049683,1479424440139049683,center/1479424440139049683.jpg,-0.248580502468,-1.29509933691,20.0928505998
2016-11-17 23:14:00.189102578,1479424440189102578,center/1479424440189102578.jpg,-0.247836753726,-1.03176521522,20.0855060262
2016-11-17 23:14:00.239089993,1479424440239089993,center/1479424440239089993.jpg,-0.247836753726,-1.34671193778,20.0603511095
2016-11-17 23:14:00.289120449,1479424440289120449,center/1479424440289120449.jpg,-0.246203457822,-1.25401186709,20.0522433366
2016-11-17 23:14:00.339067966,1479424440339067966,center/1479424440339067966.jpg,-0.247836753726,-1.40316003426,20.0361118317
2016-11-17 23:14:00.389102621,1479424440389102621,center/1479424440389102621.jpg,-0.247836753726,-1.3125,20.035744567
2016-11-17 23:14:00.439120492,1479424440439120492,center/1479424440439120492.jpg,-0.248800066645,-1.4375,20.0123554734
2016-11-17 23:14:00.489157972,1479424440489157972,center/1479424440489157972.jpg,-0.249582082033,-1.49704122171,20.0025141613
2016-11-17 23:14:00.539097756,1479424440539097756,center/1479424440539097756.jpg,-0.250381013669,-1.36971880605,19.9856422355
2016-11-17 23:14:00.589154293,1479424440589154293,center/1479424440589154293.jpg,-0.249582082033,-1.42703464613,19.9666671753
2016-11-17 23:14:00.639291823,1479424440639291823,center/1479424440639291823.jpg,-0.247836753726,-1.1538861716,19.9551357101
2016-11-17 23:14:00.689165821,1479424440689165821,center/1479424440689165821.jpg,-0.240736501124,-1.0,19.9330485006
2016-11-17 23:14:00.739160171,1479424440739160171,center/1479424440739160171.jpg,-0.231117170464,-0.963774236898,19.9192966395
2016-11-17 23:14:00.789273350,1479424440789273350,center/1479424440789273350.jpg,-0.21621193399,-0.875,19.9111118317
2016-11-17 23:14:00.839344045,1479424440839344045,center/1479424440839344045.jpg,-0.199681094283,-0.9375,19.8981890266
2016-11-17 23:14:00.889232632,1479424440889232632,center/1479424440889232632.jpg,-0.193731546402,-0.878863584103,19.8805561066
2016-11-17 23:14:00.939253070,1479424440939253070,center/1479424440939253070.jpg,-0.19288587509,-1.12693322096,19.8650634351
2016-11-17 23:14:00.989189630,1479424440989189630,center/1479424440989189630.jpg,-0.199024935809,-1.31318521595,19.838766361
2016-11-17 23:14:01.039218442,1479424441039218442,center/1479424441039218442.jpg,-0.212977176183,-1.40667079746,19.8278152576
2016-11-17 23:14:01.089275383,1479424441089275383,center/1479424441089275383.jpg,-0.233928846264,-1.5003920022,19.8083324432
2016-11-17 23:14:01.139209821,1479424441139209821,center/1479424441139209821.jpg,-0.254759129176,-1.62288891153,19.8166675568
2016-11-17 23:14:01.189284322,1479424441189284322,center/1479424441189284322.jpg,-0.26354470849,-1.49985299381,19.8249876944
2016-11-17 23:14:01.239363268,1479424441239363268,center/1479424441239363268.jpg,-0.261806618501,-1.28137960166,19.8291606537
2016-11-17 23:14:01.289268089,1479424441289268089,center/1479424441289268089.jpg,-0.253108042381,-0.938764222503,19.8250288499
2016-11-17 23:14:01.339304192,1479424441339304192,center/1479424441339304192.jpg,-0.240910085247,-1.15527158899,19.8180995809
2016-11-17 23:14:01.389272225,1479424441389272225,center/1479424441389272225.jpg,-0.232199534284,-1.0625,19.8002244635
2016-11-17 23:14:01.439275582,1479424441439275582,center/1479424441439275582.jpg,-0.229552745427,-1.0952523616,19.7902107258
2016-11-17 23:14:01.489325662,1479424441489325662,center/1479424441489325662.jpg,-0.225192343322,-1.06410687856,19.7806985729
2016-11-17 23:14:01.539319745,1479424441539319745,center/1479424441539319745.jpg,-0.221761135864,-1.0,19.7599717556
2016-11-17 23:14:01.589341397,1479424441589341397,center/1479424441589341397.jpg,-0.213108781632,-0.9375,19.7421405835
2016-11-17 23:14:01.639438782,1479424441639438782,center/1479424441639438782.jpg,-0.206878307903,-0.945634753403,19.7237013041
2016-11-17 23:14:01.689424576,1479424441689424576,center/1479424441689424576.jpg,-0.195609291985,-0.757112770438,19.7059765015
2016-11-17 23:14:01.739334123,1479424441739334123,center/1479424441739334123.jpg,-0.181674700573,-0.8125,19.6823278932
2016-11-17 23:14:01.789400473,1479424441789400473,center/1479424441789400473.jpg,-0.174615190739,-0.755892202099,19.6667970266
2016-11-17 23:14:01.839325878,1479424441839325878,center/1479424441839325878.jpg,-0.161537752079,-0.694289142478,19.6503023418
2016-11-17 23:14:01.889451256,1479424441889451256,center/1479424441889451256.jpg,-0.147111580519,-0.599736189689,19.6346164645
2016-11-17 23:14:01.939438605,1479424441939438605,center/1479424441939438605.jpg,-0.129566210635,-0.25,19.6043309236
2016-11-17 23:14:01.989441650,1479424441989441650,center/1479424441989441650.jpg,-0.10875065762,-0.0741076221149,19.5946161977
2016-11-17 23:14:02.039450026,1479424442039450026,center/1479424442039450026.jpg,-0.0902269109322,-0.0353377480906,19.559060055
2016-11-17 23:14:02.089433715,1479424442089433715,center/1479424442089433715.jpg,-0.0788150970164,-0.240142309832,19.5393270943
2016-11-17 23:14:02.139405393,1479424442139405393,center/1479424442139405393.jpg,-0.0767944902182,-0.0530257466793,19.5151525272
2016-11-17 23:14:02.189551046,1479424442189551046,center/1479424442189551046.jpg,-0.0767944902182,-0.0861387336228,19.5156157699
2016-11-17 23:14:02.239450730,1479424442239450730,center/1479424442239450730.jpg,-0.0767944902182,-0.151137727993,19.4948993164
2016-11-17 23:14:02.289481008,1479424442289481008,center/1479424442289481008.jpg,-0.0767944902182,-0.176337694736,19.4810524694
2016-11-17 23:14:02.339486568,1479424442339486568,center/1479424442339486568.jpg,-0.0767944902182,-0.21320248066,19.4665103222
2016-11-17 23:14:02.389503683,1479424442389503683,center/1479424442389503683.jpg,-0.0801116803307,-0.493788185114,19.4291586895
2016-11-17 23:14:02.439530609,1479424442439530609,center/1479424442439530609.jpg,-0.0827388539425,-0.5625,19.3965362407
2016-11-17 23:14:02.489632778,1479424442489632778,center/1479424442489632778.jpg,-0.0886816441898,-0.800677576068,19.3538284674
2016-11-17 23:14:02.539495427,1479424442539495427,center/1479424442539495427.jpg,-0.100487223352,-0.888283201999,19.3250870131
2016-11-17 23:14:02.589512346,1479424442589512346,center/1479424442589512346.jpg,-0.119653649322,-0.9375,19.2928981246
2016-11-17 23:14:02.639532159,1479424442639532159,center/1479424442639532159.jpg,-0.140588017788,-1.10076559982,19.2779472381
2016-11-17 23:14:02.689552568,1479424442689552568,center/1479424442689552568.jpg,-0.156276500667,-1.06969003935,19.2355703815
2016-11-17 23:14:02.739590972,1479424442739590972,center/1479424442739590972.jpg,-0.16473021486,-1.03853371461,19.2096278042
2016-11-17 23:14:02.789616433,1479424442789616433,center/1479424442789616433.jpg,-0.165806278586,-1.00755722342,19.179121653
2016-11-17 23:14:02.839544998,1479424442839544998,center/1479424442839544998.jpg,-0.165806278586,-1.08573298429,19.1486479075
2016-11-17 23:14:02.889606441,1479424442889606441,center/1479424442889606441.jpg,-0.170815223854,-1.17936973689,19.1177508124
2016-11-17 23:14:02.939653462,1479424442939653462,center/1479424442939653462.jpg,-0.183446794175,-1.35193191979,19.0885914782
2016-11-17 23:14:02.989700693,1479424442989700693,center/1479424442989700693.jpg,-0.198038564097,-1.375,19.0494398507
2016-11-17 23:14:03.039680368,1479424443039680368,center/1479424443039680368.jpg,-0.213711458157,-1.39226112983,19.0237569937
2016-11-17 23:14:03.089766403,1479424443089766403,center/1479424443089766403.jpg,-0.22617082319,-1.39223591549,18.993581954
2016-11-17 23:14:03.139630242,1479424443139630242,center/1479424443139630242.jpg,-0.23212878406,-1.375,18.959020288
2016-11-17 23:14:03.189631605,1479424443189631605,center/1479424443189631605.jpg,-0.233874112368,-1.15415699602,18.932283337
2016-11-17 23:14:03.239645420,1479424443239645420,center/1479424443239645420.jpg,-0.23212878406,-1.0214205888,18.8933357549
2016-11-17 23:14:03.289593232,1479424443289593232,center/1479424443289593232.jpg,-0.23212878406,-1.16688037592,18.8495125138
2016-11-17 23:14:03.340041341,1479424443340041341,center/1479424443340041341.jpg,-0.23212878406,-1.27203438047,18.8125891721
2016-11-17 23:14:03.389604164,1479424443389604164,center/1479424443389604164.jpg,-0.23212878406,-1.25,18.7764304366
2016-11-17 23:14:03.439583173,1479424443439583173,center/1479424443439583173.jpg,-0.233874112368,-1.29226131968,18.7398676216
2016-11-17 23:14:03.489580072,1479424443489580072,center/1479424443489580072.jpg,-0.235303921232,-1.28990169794,18.7108446234
2016-11-17 23:14:03.539586375,1479424443539586375,center/1479424443539586375.jpg,-0.235619455576,-1.27328537983,18.6836600136
2016-11-17 23:14:03.589683329,1479424443589683329,center/1479424443589683329.jpg,-0.235619455576,-1.19903361991,18.6492727916
